treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,gas production
treatment company 11,-54.220001,15465.0,7366.0,2014-07-01,operator 14,6676.0,4218.4053,30.9,4.0,4174.0,34371.58,0.3,0.04,0.26,,3.91,0.59,11113.51,6782.48,28.44,5800.0,,81.0,33.0,12559157.0,1.06,5262.395866999998
treatment company 8,-43.490002000000004,10690.0,7353.0,2013-04-01,operator 4,3010.0,1734.9403,450.37,1.0,0.0,30365.71,0.87,0.05,0.34,0.49,3.83,1.3,12795.79,6590.67,29.94,4983.0,,80.0,12.0,1572000.0,0.44,938.375686106875
treatment company 5,2.6500001,13936.0,7256.0,2015-03-01,operator 11,5802.0,495.62255999999996,14.27,6.0,297.0,29537.15,0.56,0.03,0.33,0.79,,0.5,13060.17,7101.29,31.36,5535.0,,69.0,29.0,8723403.0,1.03,1622.2533276375
treatment company 1,-41.939999,21343.0,6081.0,2018-04-01,operator 11,13995.0,2024.9224,70.55,12.0,10623.0,35339.0,0.68,,0.34,,5.0,0.42,13592.23,6950.44,30.82,4077.0,,91.0,70.0,35944792.0,1.14,3315.43612639375
treatment company 1,1.39,17898.0,6512.0,2018-10-01,operator 5,11136.0,3934.3613,104.88,3.0,0.0,30041.4,0.5,0.02,0.33,,4.83,0.56,13280.73,7014.03,31.04,3372.0,,75.0,50.0,24718622.0,1.12,3756.3676461125
treatment company 8,-56.619999,15190.0,8304.0,2015-05-01,operator 26,6306.0,5090.9937,5.66,14.0,9361.0,35500.58,0.35,0.03,0.32,,5.49,0.86,13106.77,7131.98,32.37,6137.0,,92.0,22.0,7917313.0,0.98,1468.4659869812506
treatment company 1,-35.040001000000004,14640.0,7887.0,2014-07-01,operator 25,6546.0,903.6923199999999,3.94,6.0,2417.0,34719.56,0.28,,0.26,0.95,2.57,0.6,11119.27,6782.74,28.73,5878.0,,90.0,38.0,12298942.0,0.85,2572.24885109375
treatment company 1,-62.98,14189.0,,2015-12-01,operator 1,6574.0,2899.8076,106.58,3.0,7051.0,35006.8,1.21,0.05,0.31,,4.71,0.45,12638.59,6758.62,28.84,4749.0,,91.0,12.0,12761966.0,1.77,2433.9406471624993
treatment company 12,,16326.0,7776.0,2019-03-01,operator 25,7620.0,,49.74,19.0,8536.0,34793.96,0.27,0.02,0.33,,4.68,0.63,13220.38,6970.94,30.98,5345.0,,97.0,41.0,15547840.0,1.65,2636.60847610625
treatment company 2,,13678.0,7094.0,2014-07-01,operator 20,6194.0,973.5930800000001,28.0,13.0,6471.0,34786.71,0.53,0.01,0.33,0.8,4.78,0.41,13451.61,6934.0,30.82,4492.0,,108.0,11.0,5942799.0,1.75,1097.4563436298126
treatment company 1,-28.690001000000002,12606.0,6832.0,2017-03-01,operator 1,5121.0,902.85144,46.2,6.0,0.0,35033.39,0.27,0.02,0.33,0.86,4.66,0.61,13171.29,7015.34,31.11,4939.0,,100.0,50.0,9865250.0,1.06,2513.22154735625
treatment company 9,-14.28,13310.0,7046.0,2016-07-01,operator 14,5288.0,1799.9548,0.6,9.0,6476.0,29891.65,0.14,0.03,0.25,0.97,5.04,0.61,11543.63,6782.8,27.82,5269.0,6898.0,80.0,25.0,9481461.0,1.03,4404.19432826875
treatment company 5,-34.040001000000004,15805.0,6613.0,2018-04-01,operator 5,8575.0,1330.3774,23.78,6.0,277.0,31193.17,0.47,,0.33,0.81,4.66,0.58,13179.29,7036.49,31.15,5091.0,,80.0,43.0,17397700.0,1.19,2256.56419835
treatment company 1,-17.16,16012.0,6428.0,2017-04-01,operator 5,9334.0,1033.4312,331.48,1.0,0.0,35169.14,0.26,0.01,0.34,,4.68,0.61,13255.15,6964.58,30.96,3577.0,,77.0,45.0,22857492.0,1.09,2709.1029278125
treatment company 8,-50.57,12949.0,6884.0,2015-02-01,operator 4,5333.0,1847.6707,8.39,16.0,7341.0,34357.3,0.65,0.03,0.34,,3.98,0.79,12677.44,6693.39,30.2,4838.0,,80.0,25.0,8965499.0,1.24,483.029087529375
treatment company 12,-40.200001,15240.0,8482.0,2013-01-01,operator 9,6297.0,758.83563,5.0,3.0,2288.0,35105.97,0.96,0.06,0.29,0.25,4.3,0.63,11831.43,7085.47,31.91,6537.0,,90.0,22.0,8622616.0,1.17,1127.18864111875
treatment company 4,-43.540001000000004,18620.0,6219.0,2018-09-01,operator 7,11890.0,4269.1318,1.17,21.0,9945.0,34661.95,0.56,0.01,0.34,0.82,4.75,0.51,13393.22,7013.81,31.07,4101.0,,87.0,58.0,17332888.0,1.13,1067.10167408125
treatment company 10,-26.110001,11669.0,6463.0,2013-07-01,operator 11,4669.0,,48.88,1.0,0.0,35163.15,0.67,0.02,0.34,,5.15,0.39,13595.98,6950.15,30.83,4094.0,5865.0,70.0,23.0,8961191.0,1.1,664.32109821875
treatment company 10,-27.690001000000002,14233.0,7375.0,2017-11-01,operator 4,6608.0,4699.8047,4.64,4.0,3239.0,31913.86,0.5,0.03,0.33,0.87,4.73,0.56,12774.38,7148.56,31.67,5467.0,,100.0,40.0,13907320.0,1.08,3304.5701367375
treatment company 4,-40.139998999999996,20870.0,7915.0,2018-08-01,operator 4,12419.0,1548.3195,3.39,3.0,2103.0,34235.23,0.35,0.05,0.34,,4.32,0.71,13211.25,6798.98,30.45,5151.0,,88.0,68.0,28334648.0,1.31,5013.57629295
treatment company 5,-36.669998,13414.0,6725.0,2014-01-01,operator 24,6514.0,736.37634,3.55,9.0,0.0,35063.55,0.26,0.01,0.33,0.85,4.68,0.61,13255.15,6964.58,30.96,3957.0,8689.0,80.0,19.0,6787756.0,1.25,1524.1275150125
treatment company 16,-23.709999,13053.0,6977.0,2012-07-01,operator 14,5165.0,784.16071,14.88,12.0,5993.0,34802.6,0.85,0.03,0.27,,4.9,0.49,11355.43,6772.95,28.45,5171.0,,80.0,16.0,6002764.0,0.96,2785.4430511125
treatment company 4,-29.389999,13760.0,5948.0,2016-09-01,operator 7,7151.0,1499.1049,4.66,18.0,5682.0,34382.23,0.27,,0.33,0.81,4.66,0.61,13171.29,7015.34,31.11,4254.0,5530.0,94.0,37.0,9615817.0,1.15,1118.5949265000004
treatment company 3,-30.030001000000002,11113.0,6386.0,2017-04-01,operator 1,4102.0,,1.32,8.0,6829.0,34553.62,0.65,,0.33,,5.14,0.4,13591.62,6954.28,30.84,4923.0,,96.0,20.0,,1.35,3138.0945437375
treatment company 4,-15.93,14043.0,7370.0,2017-11-01,operator 4,5107.0,1361.5865,20.19,10.0,4149.0,30342.14,0.67,0.04,0.32,0.81,5.14,0.5,12599.43,7258.6,32.03,5612.0,,100.0,26.0,,1.42,2523.37944814375
treatment company 4,-27.940001000000002,13970.0,6274.0,2017-01-01,operator 7,7075.0,2840.824,2.92,18.0,7260.0,34731.66,0.42,0.01,0.33,0.88,4.74,0.45,13604.97,6962.41,30.84,4211.0,,98.0,38.0,9910574.0,1.2,751.206477845
treatment company 4,,12160.0,6168.0,2015-04-01,operator 1,5240.0,1163.309,10.91,9.0,5188.0,31601.62,0.85,0.04,0.2,0.73,4.64,0.52,12415.61,6800.31,26.47,4182.0,,100.0,11.0,,1.79,1767.58819889375
treatment company 3,-24.690001000000002,17792.0,,2014-11-01,operator 5,10212.0,3513.7339,0.79,12.0,4726.0,34428.64,1.28,0.07,0.34,0.4,4.32,1.75,12210.64,6420.06,29.61,5589.0,,67.0,51.0,11517301.0,0.85,2419.4549630437496
treatment company 4,-30.879998999999998,13262.0,5822.0,2017-05-01,operator 1,7054.0,1181.0917,11.01,18.0,0.0,30838.84,0.18,0.02,0.33,0.82,4.64,0.67,13309.81,6919.51,30.8,,8283.0,99.0,27.0,13402860.0,1.63,1041.4792861375
treatment company 12,-31.09,24789.0,7825.0,2018-11-01,operator 4,16714.0,1983.983,37.79,7.0,0.0,34548.16,0.04,0.03,0.34,,4.65,0.82,13022.52,6882.69,30.77,5298.0,,94.0,79.0,36321672.0,1.38,4825.762603193749
treatment company 9,-32.189999,17130.0,9639.0,2018-11-01,operator 6,7592.0,1675.9877,465.58,1.0,0.0,34653.08,0.31,,0.33,0.8,4.69,0.61,13250.88,6972.71,30.98,5562.0,9235.0,78.0,29.0,17241196.0,1.9,2464.732811
treatment company 10,-60.580002,11449.0,5836.0,2014-01-01,operator 11,4285.0,1988.1708,58.24,3.0,0.0,34579.82,0.63,0.01,0.33,,4.93,0.45,13486.3,6960.06,30.88,4032.0,,70.0,21.0,10181794.0,1.16,508.10486028125
treatment company 4,-51.459998999999996,14011.0,6460.0,2014-01-01,operator 1,6686.0,2191.6067,15.18,9.0,4263.0,33768.2,1.19,,0.3,,4.89,0.44,12693.71,6759.95,28.52,5111.0,,97.0,24.0,11847912.0,1.28,3133.79291535
treatment company 1,-28.17,15848.0,5375.0,2017-08-01,operator 2,9939.0,641.11615,74.86,3.0,3389.0,34601.01,0.61,0.01,0.33,,4.91,0.44,13481.45,6949.85,30.85,4217.0,,96.0,36.0,15722028.0,1.38,1775.03733263125
treatment company 10,-55.200001,16996.0,8091.0,2018-10-01,operator 4,8063.0,1303.9523,12.11,24.0,9494.0,34570.38,0.05,0.03,0.34,,4.63,0.77,13099.4,6902.51,30.82,5306.0,9171.0,97.0,42.0,18499152.0,1.37,3082.9626616874993
treatment company 12,,14142.0,8602.0,2014-01-01,operator 9,5289.0,1519.6960000000001,4.46,3.0,2669.0,34610.73,0.93,0.05,0.29,0.63,4.53,0.53,11769.87,7075.6,31.83,6346.0,,92.0,19.0,7360203.0,1.17,1002.4763570875
treatment company 10,-21.16,11389.0,6211.0,2015-01-01,operator 11,3956.0,1624.7056,23.55,7.0,0.0,34675.16,0.5,0.02,0.33,0.8,4.83,0.56,13280.73,7014.03,31.04,4168.0,,70.0,19.0,9272219.0,1.19,477.87801213124993
treatment company 3,-24.690001000000002,17469.0,6687.0,2015-11-01,operator 5,10517.0,664.62738,10.39,3.0,0.0,35192.75,1.17,0.04,0.34,,3.72,1.67,12508.95,6588.71,29.99,4517.0,,70.0,53.0,12468760.0,0.88,2285.808545312337
treatment company 1,-55.669998,13927.0,7887.0,2016-01-01,operator 8,5584.0,,53.09,17.0,0.0,30983.37,0.38,0.02,0.34,,4.47,0.39,13435.97,6854.93,30.6,,,86.0,20.0,7778966.0,0.9,2149.3329893375
treatment company 17,-32.110001000000004,18026.0,7891.0,2018-09-01,operator 12,9556.0,1617.8931,69.26,5.0,8291.0,35185.98,0.57,0.01,0.33,,4.87,0.43,13465.54,6951.16,30.86,6067.0,7133.0,80.0,48.0,16043951.0,1.06,1956.94377935
treatment company 12,-35.900002,17464.0,8517.0,2019-03-01,operator 25,8801.0,4582.2153,13.95,16.0,0.0,34604.57,0.5,0.02,0.33,,4.74,0.6,13270.21,7043.91,31.14,5900.0,8781.0,78.0,51.0,22577852.0,1.54,6593.48435575
treatment company 4,-11.13,15550.0,7519.0,2018-12-01,operator 14,7781.0,1343.4285,4.69,23.0,17763.0,34557.48,0.75,0.02,0.27,,4.78,0.52,11235.05,6774.05,28.7,5519.0,,108.0,30.0,14541990.0,1.08,4303.94053261875
treatment company 9,-8.5,12134.0,7648.0,2019-03-01,operator 6,3999.0,2354.0215,7.14,7.0,3566.0,34639.91,0.52,0.01,0.34,,4.73,0.51,13400.65,6960.89,30.93,5836.0,,25.0,67.0,7523162.0,1.37,2702.6327706062507
treatment company 10,-49.950001,16320.0,7833.0,2017-08-01,operator 4,8237.0,1356.6305,101.8,1.0,0.0,28042.73,0.16,0.03,0.34,,,0.56,13353.94,6845.13,30.58,5319.0,,98.0,40.0,17578782.0,1.62,3757.54875199375
treatment company 12,-64.620003,11109.0,5488.0,2018-09-01,operator 22,5371.0,3550.2051,11.02,5.0,960.0,34589.6,0.54,0.01,0.34,,4.77,0.42,13442.71,6930.59,30.81,4070.0,6045.0,99.0,26.0,,0.98,975.36728598125
treatment company 9,,12783.0,6146.0,2012-01-01,operator 17,5483.0,1000.2095,2.23,21.0,0.0,34812.56,0.59,0.05,0.25,,5.17,0.51,12748.54,6778.17,27.28,4776.0,,81.0,17.0,6297006.0,1.14,1079.89377613125
treatment company 1,,12483.0,8528.0,2012-02-01,operator 9,3524.0,,6.2,8.0,6331.0,35216.9,0.92,0.05,0.29,0.73,4.39,0.49,11736.28,7074.5,31.78,6228.0,,89.0,15.0,4781661.0,0.99,1135.96925111875
treatment company 1,-27.35,12645.0,6779.0,2014-08-01,operator 13,5182.0,2411.0374,7.57,9.0,0.0,30602.85,0.56,,0.33,,5.01,0.42,13608.12,6957.17,30.84,4453.0,,69.0,18.0,10277719.0,1.15,921.16544609375
treatment company 1,0.73000002,16235.0,8355.0,2017-05-01,operator 11,6657.0,1048.8322,2.64,15.0,6772.0,33934.45,0.84,,0.32,,5.66,0.75,12547.66,7090.79,32.4,5517.0,,66.0,33.0,,1.52,1286.3598093875
treatment company 9,-16.370001000000002,15586.0,6437.0,2018-05-01,operator 5,8765.0,4710.5996,10.01,33.0,2461.0,34761.52,0.62,0.01,0.33,0.81,4.8,0.37,13485.15,6917.72,30.77,3786.0,,75.0,44.0,716646.0,0.04,2127.471955025
treatment company 18,-71.339996,10206.0,7789.0,2011-07-01,operator 8,2021.0,5085.5269,4.75,8.0,2590.0,35161.22,0.13,0.03,0.34,0.87,4.45,0.62,13316.86,6845.18,30.59,5410.0,9356.0,80.0,14.0,2910492.0,0.58,602.4660487656248
treatment company 10,-66.83000200000001,9825.0,6142.0,2012-07-01,operator 11,3161.0,2736.9531,9.33,13.0,6081.0,32759.22,0.62,0.01,0.33,,4.85,0.46,13479.49,6980.1,30.95,,,69.0,14.0,4241077.0,0.94,490.3238739218749
treatment company 1,-33.700001,14891.0,8184.0,2016-12-01,operator 2,6395.0,3739.238,11.67,6.0,0.0,28696.29,1.8,0.17,0.2,0.72,4.34,0.52,11659.0,7159.28,29.94,6306.0,,73.0,22.0,13105906.0,1.74,1590.50763301875
treatment company 2,-27.85,12220.0,5530.0,2016-03-01,operator 7,6361.0,1588.234,0.19,27.0,9397.0,33106.03,0.44,,0.3,,4.68,0.59,13206.37,7037.54,31.15,3777.0,,97.0,32.0,8099535.0,1.07,714.6774004375002
treatment company 10,-12.27,13884.0,6245.0,2012-01-01,operator 25,7476.0,,20.36,4.0,1484.0,34714.74,0.26,0.02,0.34,0.86,4.68,0.61,13247.61,6954.64,30.93,3737.0,,90.0,16.0,9466621.0,1.22,2214.88549345625
treatment company 1,-31.940001000000002,13749.0,7991.0,2011-01-01,operator 20,5405.0,1002.5051,37.5,5.0,0.0,34736.92,0.95,0.06,0.3,0.89,6.05,0.41,11849.13,7041.91,31.72,5662.0,,78.0,14.0,4859500.0,1.28,1323.53653105
treatment company 11,-11.8,12043.0,7289.0,2015-09-01,operator 14,4409.0,,54.12,5.0,2313.0,35110.83,1.11,0.03,0.3,0.69,4.56,0.45,11931.63,6764.08,28.89,5345.0,,80.0,24.0,9131972.0,1.04,4451.57931869375
treatment company 10,-63.009997999999996,9852.0,6474.0,2012-07-01,operator 11,2588.0,,7.56,14.0,0.0,35185.86,0.36,0.02,0.33,,4.81,0.55,13285.61,7138.1,31.32,3723.0,5836.0,70.0,9.0,2724736.0,1.0,285.5748873075
treatment company 1,-40.700001,20746.0,6079.0,2018-04-01,operator 11,13828.0,1498.5756,176.63,1.0,0.0,34733.24,0.59,,0.34,,5.06,0.45,13491.08,6981.19,30.93,4047.0,,89.0,70.0,34838792.0,1.1,2963.1058072250007
treatment company 7,6.619999900000001,13487.0,8725.0,2014-07-01,operator 11,3708.0,1339.4045,0.17,18.0,6578.0,34845.05,0.38,,0.25,,4.57,0.59,11834.57,7095.95,31.01,5951.0,,70.0,20.0,2283359.0,0.86,2313.63433735625
treatment company 3,-19.879998999999998,18198.0,7239.0,2014-12-01,operator 5,10802.0,,17.95,4.0,0.0,35273.5,1.26,0.06,0.34,0.39,4.36,1.67,12277.22,6434.2,29.62,5352.0,,72.0,54.0,12334750.0,0.82,2761.4440654937507
treatment company 12,-57.029999,10750.0,5693.0,2015-08-01,operator 22,4757.0,3661.9871,1.7,8.0,4692.0,33425.71,0.63,0.02,0.33,,5.15,0.4,13588.36,6953.62,30.83,4547.0,5476.0,92.0,31.0,,1.11,779.6934771000001
treatment company 5,-38.599998,12065.0,6410.0,2017-05-01,operator 11,5249.0,758.3215299999999,202.07,1.0,0.0,30410.21,0.31,,0.33,0.86,4.69,0.59,13269.06,6960.49,30.94,4204.0,6749.0,69.0,26.0,5700058.0,0.87,1076.3785675187496
treatment company 4,-38.830002,11043.0,6684.0,2014-01-01,operator 1,4122.0,3144.865,91.25,2.0,0.0,34823.06,0.47,,0.34,,4.65,0.58,13177.63,7045.44,31.18,4721.0,,98.0,17.0,8432250.0,1.32,1542.2692490568747
treatment company 4,-38.360001000000004,22807.0,6995.0,2018-08-01,operator 14,14128.0,902.672,7.8,24.0,9872.0,32892.64,0.87,0.02,0.28,,4.63,0.49,11347.52,6771.6,28.73,5803.0,,101.0,79.0,35886388.0,1.09,7909.584262874999
treatment company 3,-29.370001000000002,15253.0,6506.0,2015-06-01,operator 5,8491.0,5225.0894,10.19,11.0,0.0,35135.24,1.39,0.06,0.34,,,2.03,12195.96,6447.25,29.71,4891.0,5869.0,63.0,42.0,7915510.0,0.68,1469.7040992562495
treatment company 4,-30.469998999999998,13432.0,6763.0,2016-09-01,operator 14,6556.0,2396.3027,8.43,9.0,0.0,30890.67,0.76,0.05,0.26,0.79,5.13,0.5,12185.66,6775.06,27.67,4441.0,,83.0,35.0,11803257.0,0.92,5451.2073923624985
treatment company 11,-52.16,10345.0,7285.0,2015-06-01,operator 14,2601.0,2146.3386,428.4,1.0,0.0,34746.05,0.84,0.01,0.28,,4.18,0.5,11378.67,6771.0,28.98,5540.0,,81.0,16.0,6086748.0,1.07,1510.4485829187495
treatment company 4,-13.79,11410.0,7789.0,2015-10-01,operator 4,2959.0,1849.1641,2.2,16.0,4741.0,28440.9,0.14,0.02,0.34,0.89,4.66,0.72,13084.93,6961.8,31.01,5053.0,,100.0,20.0,5024220.0,0.98,1111.1308259436873
treatment company 10,-59.43,13813.0,7752.0,2018-09-01,operator 4,5811.0,3712.647,53.63,4.0,0.0,30597.85,0.98,0.05,0.34,,4.61,0.03,13711.49,6818.98,30.48,5944.0,,100.0,29.0,12717979.0,1.41,1658.54404715625
treatment company 12,-20.889999,13628.0,7999.0,2017-10-01,operator 4,5379.0,3296.3186,15.26,14.0,5765.0,28461.63,0.06,0.03,0.34,,4.71,0.85,12952.48,6900.26,30.87,,9078.0,99.0,29.0,12600812.0,1.45,1514.5388061281246
treatment company 5,-28.280001000000002,12016.0,5966.0,2014-07-01,operator 1,5230.0,3002.6626,1.05,16.0,0.0,31432.92,0.89,,0.2,0.73,4.63,0.54,12287.06,6800.81,26.47,4112.0,6076.0,100.0,14.0,8359436.0,1.43,2033.049393948375
treatment company 1,-49.240002000000004,13190.0,,2012-01-01,operator 20,4970.0,938.16425,19.02,11.0,5958.0,34590.42,0.92,0.06,0.3,,6.47,0.33,12475.17,7031.75,,5899.0,7191.0,101.0,12.0,4316838.0,1.42,768.0857073062499
treatment company 19,-43.82,17275.0,8220.0,2014-01-01,operator 20,8488.0,3972.7309999999998,0.18,5.0,0.0,34735.75,0.45,0.02,0.34,0.8,4.66,0.59,13193.31,7041.48,31.17,5212.0,,91.0,20.0,7615261.0,1.56,1953.96554606875
treatment company 10,-14.65,11248.0,7746.0,2017-08-01,operator 4,3252.0,3329.0073,6.52,11.0,6348.0,33405.79,0.5,0.01,0.34,0.87,4.69,0.39,13451.21,6904.38,30.74,5383.0,,64.0,45.0,5487165.0,0.92,2091.46916208125
treatment company 20,-10.12,14089.0,8170.0,2013-01-01,operator 1,5256.0,2818.7024,10.87,3.0,1950.0,35207.9,0.3,0.02,0.33,0.86,4.69,0.61,13239.1,6972.68,30.98,4445.0,,80.0,14.0,5057471.0,0.84,1220.9627465374995
treatment company 3,-41.34,14812.0,7292.0,2019-03-01,operator 8,7014.0,,8.0,12.0,5139.0,34734.8,0.31,0.01,0.33,0.87,4.69,0.59,13263.63,6963.04,30.94,5400.0,8643.0,83.0,35.0,16873850.0,1.44,2568.174399075
treatment company 5,-47.43,17611.0,7206.0,2016-01-01,operator 8,10206.0,,408.01,1.0,4827.0,34725.06,0.51,,0.33,,4.79,0.57,13337.93,7014.42,31.05,,,86.0,51.0,14825136.0,1.04,2164.3010804375
treatment company 12,-60.639998999999996,14583.0,,2018-05-01,operator 4,6399.0,3249.7122,33.61,1.0,2776.0,32733.81,0.51,0.03,0.33,,4.67,0.52,12836.99,7135.52,31.58,4524.0,,98.0,33.0,14581083.0,1.43,2390.88661165625
treatment company 12,-13.66,15680.0,7287.0,2015-04-01,operator 8,8111.0,2822.9573,0.63,9.0,6315.0,33756.75,0.44,0.02,0.35,1.0,4.25,0.46,12593.32,7362.41,32.99,5636.0,,90.0,48.0,12000033.0,1.08,1157.21024920625
treatment company 1,-36.860001000000004,11463.0,7142.0,2012-01-01,operator 4,3405.0,1502.793,4.55,13.0,0.0,29728.79,1.35,0.02,0.21,,5.1,0.59,12933.33,7029.52,29.27,5510.0,6590.0,100.0,11.0,5968323.0,1.3,827.2269081687501
treatment company 9,-25.99,15265.0,8067.0,2014-07-01,operator 17,6871.0,,72.27,11.0,8768.0,31973.39,0.09,0.02,0.25,,1.63,0.63,11162.8,6787.7,28.71,5830.0,7313.0,80.0,26.0,8749521.0,1.08,1260.7016339443753
treatment company 2,-42.540001000000004,13262.0,7315.0,2013-01-01,operator 20,5956.0,,11.27,4.0,543.0,28885.25,0.45,0.02,0.34,,4.67,0.59,13195.17,7037.21,31.15,4510.0,,92.0,11.0,4054853.0,1.18,788.2344191812501
treatment company 2,-36.98,15571.0,8728.0,2011-07-01,operator 20,6652.0,2201.3359,33.09,8.0,5924.0,34521.96,0.9,0.05,0.29,0.5,4.14,0.59,11775.92,7085.27,31.78,6132.0,,77.0,15.0,5298280.0,1.25,1928.3636790875
treatment company 5,-60.790001000000004,11980.0,7638.0,2012-07-01,operator 8,3814.0,2975.199,0.61,9.0,4121.0,35137.85,0.56,0.01,0.34,0.86,4.77,0.41,13454.66,6928.02,30.81,5723.0,,68.0,12.0,1597680.0,0.41,637.1374945018748
treatment company 1,-53.23,14429.0,6675.0,2017-05-01,operator 13,7504.0,751.45831,17.75,6.0,0.0,33788.14,0.43,0.01,0.33,0.88,4.8,0.47,13597.75,6967.44,30.86,4536.0,,93.0,35.0,20687016.0,1.14,1449.833735275
treatment company 12,-44.919998,13971.0,7997.0,2015-04-01,operator 27,5620.0,2556.1736,4.98,7.0,2311.0,34735.75,0.31,,0.33,0.89,4.68,0.62,13456.54,6916.17,30.79,5820.0,,86.0,18.0,14230171.0,1.44,1828.4700503750007
treatment company 12,-35.41,15200.0,7258.0,2017-08-01,operator 8,7391.0,791.1429400000001,2.29,10.0,0.0,28097.4,0.64,0.01,0.33,0.85,4.95,0.45,13488.08,6963.24,30.89,4854.0,,96.0,37.0,18546620.0,1.22,3513.421626875
treatment company 5,-53.040001000000004,12697.0,7457.0,2014-07-01,operator 1,4990.0,1252.728,187.68,3.0,2282.0,35230.46,1.14,0.03,0.31,0.71,3.91,0.48,12277.65,6760.19,29.52,5051.0,,100.0,12.0,5986507.0,1.35,1464.5607979
treatment company 4,-45.099998,17845.0,7038.0,2018-07-01,operator 14,10557.0,1735.6428,12.32,4.0,3983.0,34290.24,1.1,0.03,0.29,,4.62,0.45,11911.21,6764.54,28.81,5415.0,,104.0,46.0,23051300.0,1.16,7269.339424999999
treatment company 12,-14.43,18273.0,8920.0,2018-11-01,operator 25,9103.0,3077.6459999999997,23.27,3.0,4461.0,35272.39,0.48,0.03,0.34,0.8,4.64,0.57,13158.92,7055.89,31.21,4684.0,,89.0,45.0,19918350.0,1.58,3502.6767328125
treatment company 12,-35.119999,24960.0,7873.0,2018-09-01,operator 4,16837.0,,9.05,9.0,0.0,34770.3,0.16,0.04,0.34,,4.44,0.7,13228.48,6831.6,30.56,4917.0,9358.0,80.0,93.0,37454076.0,1.35,3332.989870341088
treatment company 3,,12613.0,6395.0,2016-12-01,operator 1,5833.0,2797.4224,10.56,9.0,6075.0,34404.43,1.09,0.05,0.28,0.7,5.02,0.44,12411.92,6765.6,28.12,,,93.0,28.0,11107880.0,1.21,3970.884139400001
treatment company 8,-32.419998,12980.0,6334.0,2013-05-01,operator 1,6503.0,,0.72,4.0,2450.0,35185.42,0.18,0.01,0.33,,4.87,0.52,13500.53,7043.04,31.04,4672.0,,76.0,20.0,7553380.0,1.59,717.50288616875
treatment company 10,-26.49,9570.0,6102.0,2012-07-01,operator 11,2768.0,,0.46,11.0,2628.0,35313.77,0.48,0.02,0.33,,4.65,0.58,13166.54,7031.03,31.14,3751.0,5735.0,69.0,13.0,2492541.0,0.83,211.83453437
treatment company 4,-35.59,12130.0,7756.0,2018-08-01,operator 14,4124.0,616.52985,3.35,28.0,13120.0,34599.59,0.13,0.02,0.25,0.95,3.38,0.62,11099.22,6785.92,28.38,5398.0,,104.0,22.0,11072692.0,1.14,2541.5092071624995
treatment company 2,-20.34,12464.0,7974.0,2014-07-01,operator 7,4098.0,2645.5728,7.78,15.0,8296.0,35143.87,1.64,0.13,0.2,0.66,4.79,0.62,11913.03,7147.45,29.87,6221.0,7287.0,93.0,14.0,,1.13,543.2763956643748
treatment company 3,-42.880001,17565.0,6440.0,2018-03-01,operator 1,11024.0,1049.6448,10.4,4.0,3135.0,34098.48,0.29,0.02,0.33,,4.69,0.6,13239.05,6971.01,30.97,4936.0,,90.0,56.0,21083650.0,1.48,5410.3821641
treatment company 12,-29.299999,13843.0,7935.0,2012-01-01,operator 17,5710.0,3444.1311,4.96,10.0,5937.0,35337.23,0.0,0.02,0.24,,2.06,0.64,11186.02,6792.69,28.47,5762.0,,80.0,23.0,11156443.0,1.25,5694.29902764375
treatment company 1,-32.369999,11875.0,5658.0,2012-01-01,operator 1,5659.0,3401.5186,2.98,10.0,0.0,34779.81,0.05,0.02,0.34,0.88,4.66,0.67,13160.78,6912.23,30.8,4295.0,,85.0,22.0,7078600.0,1.37,799.5769170312501
treatment company 21,-40.66,13600.0,7894.0,2015-04-01,operator 25,5456.0,4949.8237,7.99,10.0,4514.0,35190.53,0.56,0.01,0.33,0.81,4.75,0.4,13457.7,6923.45,30.79,4684.0,,87.0,22.0,15157890.0,2.24,3633.9611092375
treatment company 7,-36.639998999999996,13288.0,8965.0,2013-07-01,operator 11,3700.0,1783.3901,5.03,9.0,5986.0,33430.98,0.15,0.02,0.26,,4.6,0.75,11850.01,7096.72,31.25,6747.0,,69.0,20.0,2287340.0,1.11,1454.1460411375
treatment company 22,-43.650002,14075.0,7351.0,2013-01-01,operator 4,5770.0,4923.5161,9.38,22.0,7531.0,33154.5,0.46,0.03,0.33,,4.62,0.55,12944.14,7094.67,31.42,4725.0,,70.0,30.0,,0.46,2645.711382706249
treatment company 1,-15.12,15425.0,5839.0,2018-04-01,operator 1,8745.0,2569.5117,567.7,1.0,3772.0,31380.2,0.49,0.02,0.33,,4.66,0.59,13170.5,7029.04,31.13,4291.0,,96.0,33.0,15908520.0,1.55,1317.21890833125
treatment company 12,-32.830002,11127.0,8492.0,2013-07-01,operator 9,2308.0,1511.1604,3.11,6.0,4867.0,34726.14,0.89,0.05,0.28,,,0.48,11644.48,7066.51,31.62,6164.0,,92.0,10.0,3799250.0,1.38,315.8578354225
